Gene Species Taxon Signature
0 tr|A0A3P9IAJ8|A0A3P9IAJ8_ORYLA_Endothelin_receptor_type_Ab_OS_Oryzias_latipes_OX_8090_PE_3_SV_1 tr|A0A3P9IAJ8|A0A3P9IAJ8_ORYLA_Endothelin_receptor_type_Ab_OS_Oryzias_latipes_OX_8090_PE_3_SV_1 0.00697174042268
0 QCB20256.1_medium-wavelength_sensitive_opsin_partial_Cheilodipterus_quinquelineatus QCB20256.1_medium-wavelength_sensitive_opsin_partial_Cheilodipterus_quinquelineatus 0.0117952826749
0 tr|A0A5G3JHY2|A0A5G3JHY2_XENTR_MACRO_domain_containing_1_OS_Xenopus_tropicalis_OX_8364_GN_macrod1_PE_3_SV_1 tr|A0A5G3JHY2|A0A5G3JHY2_XENTR_MACRO_domain_containing_1_OS_Xenopus_tropicalis_OX_8364_GN_macrod1_PE_3_SV_1 0.00697174042268
0 XP_019962892.1_PREDICTED_C-C_chemokine_receptor_type_7-like_Paralichthys_olivaceus XP_019962892.1_PREDICTED_C-C_chemokine_receptor_type_7-like_Paralichthys_olivaceus 0.00697174042268
0 XP_010830038.1_PREDICTED_LOW_QUALITY_PROTEIN_olfactory_receptor_6C68-like_Bison_bison_bison XP_010830038.1_PREDICTED_LOW_QUALITY_PROTEIN_olfactory_receptor_6C68-like_Bison_bison_bison 0.0117952826749
0 tr|A0A2R7W0I4|A0A2R7W0I4_ONCFA_Arthropsin_OS_Oncopeltus_fasciatus_OX_7536_GN_OFAS_OFAS004989_PE_4_SV_1 tr|A0A2R7W0I4|A0A2R7W0I4_ONCFA_Arthropsin_OS_Oncopeltus_fasciatus_OX_7536_GN_OFAS_OFAS004989_PE_4_SV_1 0.00579611719032
0 TKY70195.1_Glycine-rich_protein_A3_Spatholobus_suberectus TKY70195.1_Glycine-rich_protein_A3_Spatholobus_suberectus 0.147428312331
0 tr|A0A3Q0T1Q9|A0A3Q0T1Q9_AMPCI_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Amphilophus_citrinellus_OX_61819_PE_3_SV_1 tr|A0A3Q0T1Q9|A0A3Q0T1Q9_AMPCI_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Amphilophus_citrinellus_OX_61819_PE_3_SV_1 0.00579611719032
0 XP_029968010.1_trace_amine-associated_receptor_13c-like_Salarias_fasciatus XP_029968010.1_trace_amine-associated_receptor_13c-like_Salarias_fasciatus 0.0226408717075
0 KAA8587416.1_hypothetical_protein_FQN60_016278_Etheostoma_spectabile KAA8587416.1_hypothetical_protein_FQN60_016278_Etheostoma_spectabile 0.00543975553033
0 tr|A0A1L8FBB7|A0A1L8FBB7_XENLA_Olfactory_receptor_OS_Xenopus_laevis_OX_8355_GN_XELAEV_18040207mg_PE_3_SV_1 tr|A0A1L8FBB7|A0A1L8FBB7_XENLA_Olfactory_receptor_OS_Xenopus_laevis_OX_8355_GN_XELAEV_18040207mg_PE_3_SV_1 0.0117952826749
0 XP_012562617.1_PREDICTED_opsin-3-like_Hydra_vulgaris XP_012562617.1_PREDICTED_opsin-3-like_Hydra_vulgaris 0.00579611719032
0 XP_017571277.1_PREDICTED_prostaglandin_E2_receptor_EP1_subtype-like_Pygocentrus_nattereri XP_017571277.1_PREDICTED_prostaglandin_E2_receptor_EP1_subtype-like_Pygocentrus_nattereri 0.00697174042268
0 XP_009934732.1_PREDICTED_olfactory_receptor_14A16-like_Opisthocomus_hoazin XP_009934732.1_PREDICTED_olfactory_receptor_14A16-like_Opisthocomus_hoazin 0.0117952826749
0 RMB95924.1_hypothetical_protein_DUI87_28038_Hirundo_rustica_rustica RMB95924.1_hypothetical_protein_DUI87_28038_Hirundo_rustica_rustica 0.00579611719032
0 NP_667317.1_olfactory_receptor_980_Mus_musculus NP_667317.1_olfactory_receptor_980_Mus_musculus 0.0117952826749
0 JAI86756.1_Class_a_rhodopsin_g-protein_coupled_receptor_gprop1_Daphnia_magna JAI86756.1_Class_a_rhodopsin_g-protein_coupled_receptor_gprop1_Daphnia_magna 0.00543975553033
0 XP_026229803.1_chemokine_XC_receptor_1-like_Anabas_testudineus XP_026229803.1_chemokine_XC_receptor_1-like_Anabas_testudineus 0.00543975553033
