Gene Species Taxon Signature
0 XP_023248727.1_P2Y_purinoceptor_1-like_Seriola_lalandi_dorsalis XP_023248727.1_P2Y_purinoceptor_1-like_Seriola_lalandi_dorsalis 0.00566748312888
0 XP_002112486.1_hypothetical_protein_TRIADDRAFT_56556_Trichoplax_adhaerens XP_002112486.1_hypothetical_protein_TRIADDRAFT_56556_Trichoplax_adhaerens 0.0063509888816
0 Notalux_sp1_SOAP_k35_C1081339|ORF3 Notalux_sp1_SOAP_k35_C1081339|ORF3 0.00566748312888
0 XP_018931622.1_PREDICTED_LOW_QUALITY_PROTEIN_G-protein_coupled_receptor_4-like_Cyprinus_carpio XP_018931622.1_PREDICTED_LOW_QUALITY_PROTEIN_G-protein_coupled_receptor_4-like_Cyprinus_carpio 0.00704138685094
0 XP_028262424.1_endothelin-1_receptor_Parambassis_ranga XP_028262424.1_endothelin-1_receptor_Parambassis_ranga 0.00566748312888
0 KAB0344515.1_hypothetical_protein_FD754_021441_partial_Muntiacus_muntjak KAB0344515.1_hypothetical_protein_FD754_021441_partial_Muntiacus_muntjak 0.00566748312888
0 XP_026541558.1_olfactory_receptor_6C3-like_Notechis_scutatus XP_026541558.1_olfactory_receptor_6C3-like_Notechis_scutatus 0.0198883935104
0 XP_033970162.1_C-C_chemokine_receptor_type_1-like_Trematomus_bernacchii XP_033970162.1_C-C_chemokine_receptor_type_1-like_Trematomus_bernacchii 0.00566748312888
0 GBM85084.1_hypothetical_protein_AVEN_248815_1_Araneus_ventricosus GBM85084.1_hypothetical_protein_AVEN_248815_1_Araneus_ventricosus 0.00704138685094
0 GAU92847.1_hypothetical_protein_RvY_04875-1_Ramazzottius_varieornatus GAU92847.1_hypothetical_protein_RvY_04875-1_Ramazzottius_varieornatus 0.00566748312888
0 CCA29935.1_rhodopsin_partial_Macruronus_novaezelandiae CCA29935.1_rhodopsin_partial_Macruronus_novaezelandiae 0.0210096083109
0 XP_030289598.1_trafficking_protein_particle_complex_subunit_8_Sparus_aurata XP_030289598.1_trafficking_protein_particle_complex_subunit_8_Sparus_aurata 0.00704138685094
0 XP_026575042.1_olfactory_receptor_14A16-like_Pseudonaja_textilis XP_026575042.1_olfactory_receptor_14A16-like_Pseudonaja_textilis 0.0063509888816
0 tr|A0A3B3BKT7|A0A3B3BKT7_ORYME_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Oryzias_melastigma_OX_30732_PE_3_SV_1 tr|A0A3B3BKT7|A0A3B3BKT7_ORYME_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Oryzias_melastigma_OX_30732_PE_3_SV_1 0.00566748312888
0 Spirobranchus_corniculatus_Contig2815|ORF9 Spirobranchus_corniculatus_Contig2815|ORF9 0.199210996398
0 VTJ76223.1_Hypothetical_predicted_protein_Marmota_monax VTJ76223.1_Hypothetical_predicted_protein_Marmota_monax 0.00368787182922
0 tr|A0A337S261|A0A337S261_FELCA_Olfactory_receptor_OS_Felis_catus_OX_9685_GN_LOC101092143_PE_3_SV_2 tr|A0A337S261|A0A337S261_FELCA_Olfactory_receptor_OS_Felis_catus_OX_9685_GN_LOC101092143_PE_3_SV_2 0.0198883935104
0 XP_030629344.1_lysophosphatidic_acid_receptor_6-like_Chanos_chanos XP_030629344.1_lysophosphatidic_acid_receptor_6-like_Chanos_chanos 0.0063509888816
0 XP_019344063.1_PREDICTED_olfactory_receptor_2A12-like_Alligator_mississippiensis XP_019344063.1_PREDICTED_olfactory_receptor_2A12-like_Alligator_mississippiensis 0.00566748312888
0 JAN83031.1_Class_a_rhodopsin_g-protein_coupled_receptor_gprop1_Daphnia_magna JAN83031.1_Class_a_rhodopsin_g-protein_coupled_receptor_gprop1_Daphnia_magna 0.0210096083109
0 XP_004485348.1_LOW_QUALITY_PROTEIN_trace_amine-associated_receptor_8_Dasypus_novemcinctus XP_004485348.1_LOW_QUALITY_PROTEIN_trace_amine-associated_receptor_8_Dasypus_novemcinctus 0.00566748312888
0 XP_020615456.1_orexin_receptor_type_2-like_Orbicella_faveolata XP_020615456.1_orexin_receptor_type_2-like_Orbicella_faveolata 0.00566748312888
0 XP_016106129.1_PREDICTED_rhodopsin-like_Sinocyclocheilus_grahami XP_016106129.1_PREDICTED_rhodopsin-like_Sinocyclocheilus_grahami 0.00368787182922
0 XP_022821175.1_rhodopsin-like_Spodoptera_litura XP_022821175.1_rhodopsin-like_Spodoptera_litura 0.00704138685094
0 XP_033780734.1_olfactory_receptor_6M1-like_partial_Geotrypetes_seraphini XP_033780734.1_olfactory_receptor_6M1-like_partial_Geotrypetes_seraphini 0.0112702378344
0 XP_013077497.1_PREDICTED_uncharacterized_protein_LOC106063629_Biomphalaria_glabrata XP_013077497.1_PREDICTED_uncharacterized_protein_LOC106063629_Biomphalaria_glabrata 0.0198883935104
0 tr|A0A182QT73|A0A182QT73_9DIPT_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Anopheles_farauti_OX_69004_PE_4_SV_1 tr|A0A182QT73|A0A182QT73_9DIPT_G_PROTEIN_RECEP_F1_2_domain-containing_protein_OS_Anopheles_farauti_OX_69004_PE_4_SV_1 0.199210996398
0 RDD39618.1_rhodopsin_Trichoplax_sp._H2 RDD39618.1_rhodopsin_Trichoplax_sp._H2 0.00566748312888
0 RDD37896.1_Neuropeptide_FF_receptor_2_Trichoplax_sp._H2 RDD37896.1_Neuropeptide_FF_receptor_2_Trichoplax_sp._H2 0.00566748312888
0 XP_008830406.1_olfactory_receptor_5AN1-like_Nannospalax_galili XP_008830406.1_olfactory_receptor_5AN1-like_Nannospalax_galili 0.0063509888816
0 XP_033843074.1_trace_amine-associated_receptor_13c-like_Periophthalmus_magnuspinnatus XP_033843074.1_trace_amine-associated_receptor_13c-like_Periophthalmus_magnuspinnatus 0.00566748312888
0 XP_032872226.1_P2Y_purinoceptor_3-like_Amblyraja_radiata XP_032872226.1_P2Y_purinoceptor_3-like_Amblyraja_radiata 0.00566748312888
0 XP_027563147.1_olfactory_receptor_14A16-like_Neopelma_chrysocephalum XP_027563147.1_olfactory_receptor_14A16-like_Neopelma_chrysocephalum 0.0063509888816
0 CAB1333972.1_unnamed_protein_product_partial_Coregonus_sp._balchen_ CAB1333972.1_unnamed_protein_product_partial_Coregonus_sp._balchen_ 0.00566748312888
0 JAM32768.1_Gpcr_rhodopsin_family_partial_Daphnia_magna JAM32768.1_Gpcr_rhodopsin_family_partial_Daphnia_magna 0.0210096083109
0 XP_005864184.1_PREDICTED_P2Y_purinoceptor_3_Myotis_brandtii XP_005864184.1_PREDICTED_P2Y_purinoceptor_3_Myotis_brandtii 0.00566748312888
0 T30946.1_EST25161_Human_Brain_Homo_sapiens_cDNA_5_end_similar_to_None_mRNA_sequence T30946.1_EST25161_Human_Brain_Homo_sapiens_cDNA_5_end_similar_to_None_mRNA_sequence 0.199210996398
0 XP_004601965.1_PREDICTED_olfactory_receptor_6C2-like_Sorex_araneus XP_004601965.1_PREDICTED_olfactory_receptor_6C2-like_Sorex_araneus 0.0112702378344
0 XP_031405706.1_glycine-rich_protein_A3-like_Punica_granatum XP_031405706.1_glycine-rich_protein_A3-like_Punica_granatum 0.199210996398
0 tr|A0A369S3I1|A0A369S3I1_9METZ_Melanopsin_OS_Trichoplax_sp._H2_OX_287889_GN_TrispH2_007337_PE_3_SV_1 tr|A0A369S3I1|A0A369S3I1_9METZ_Melanopsin_OS_Trichoplax_sp._H2_OX_287889_GN_TrispH2_007337_PE_3_SV_1 0.0063509888816
0 XP_015280716.1_PREDICTED_LOW_QUALITY_PROTEIN_rhodopsin_Gekko_japonicus XP_015280716.1_PREDICTED_LOW_QUALITY_PROTEIN_rhodopsin_Gekko_japonicus 0.00368787182922
0 RLV62700.1_hypothetical_protein_DV515_00019033_Erythrura_gouldiae RLV62700.1_hypothetical_protein_DV515_00019033_Erythrura_gouldiae 0.00704138685094
0 XP_018927116.1_PREDICTED_pejvakin-like_Cyprinus_carpio XP_018927116.1_PREDICTED_pejvakin-like_Cyprinus_carpio 0.0063509888816
0 AAG49773.1_rhodopsin_partial_Hyperolius_sp._FB-2000 AAG49773.1_rhodopsin_partial_Hyperolius_sp._FB-2000 0.00566748312888
0 XP_015889164.1_glycine-rich_protein_A3-like_Ziziphus_jujuba XP_015889164.1_glycine-rich_protein_A3-like_Ziziphus_jujuba 0.199210996398
0 XP_022128453.1_visual_pigment-like_receptor_peropsin_isoform_X1_Pieris_rapae XP_022128453.1_visual_pigment-like_receptor_peropsin_isoform_X1_Pieris_rapae 0.00185953472261
0 XP_005284311.3_olfactory_receptor_10A7-like_Chrysemys_picta_bellii XP_005284311.3_olfactory_receptor_10A7-like_Chrysemys_picta_bellii 0.0063509888816
0 TMS23087.1_Endothelin-1_receptor_Larimichthys_crocea TMS23087.1_Endothelin-1_receptor_Larimichthys_crocea 0.00566748312888
0 JAJ86571.1_Gpcr_rhodopsin_family_Daphnia_magna JAJ86571.1_Gpcr_rhodopsin_family_Daphnia_magna 0.0210096083109
0 ACV52572.3_short_wavelength_sensitive_type_1_opsin_partial_Emberiza_citrinella ACV52572.3_short_wavelength_sensitive_type_1_opsin_partial_Emberiza_citrinella 0.00368787182922
0 JAN84518.1_putative_Class_a_rhodopsin_g-protein_coupled_receptor_gprop1_Daphnia_magna JAN84518.1_putative_Class_a_rhodopsin_g-protein_coupled_receptor_gprop1_Daphnia_magna 0.00566748312888
0 XP_021555850.1_LOW_QUALITY_PROTEIN_olfactory_receptor_49-like_Neomonachus_schauinslandi XP_021555850.1_LOW_QUALITY_PROTEIN_olfactory_receptor_49-like_Neomonachus_schauinslandi 0.0198883935104
0 XP_020342293.2_LOW_QUALITY_PROTEIN_uncharacterized_protein_LOC109893476_Oncorhynchus_kisutch XP_020342293.2_LOW_QUALITY_PROTEIN_uncharacterized_protein_LOC109893476_Oncorhynchus_kisutch 0.00566748312888
0 XP_034469627.1_chemokine_XC_receptor_1-like_Hippoglossus_hippoglossus XP_034469627.1_chemokine_XC_receptor_1-like_Hippoglossus_hippoglossus 0.00566748312888
0 tr|A0A3B4E5Q9|A0A3B4E5Q9_PYGNA_Rhodopsin_N_domain-containing_protein_OS_Pygocentrus_nattereri_OX_42514_PE_4_SV_1 tr|A0A3B4E5Q9|A0A3B4E5Q9_PYGNA_Rhodopsin_N_domain-containing_protein_OS_Pygocentrus_nattereri_OX_42514_PE_4_SV_1 0.00566748312888
0 XP_004640828.1_C-C_chemokine_receptor_type_5_Octodon_degus XP_004640828.1_C-C_chemokine_receptor_type_5_Octodon_degus 0.00566748312888
0 KAA8578812.1_hypothetical_protein_FQN60_000114_Etheostoma_spectabile KAA8578812.1_hypothetical_protein_FQN60_000114_Etheostoma_spectabile 0.00704138685094
0 tr|A0A3Q2TZN3|A0A3Q2TZN3_CHICK_Adrenoceptor_alpha_2B_OS_Gallus_gallus_OX_9031_GN_ADRA2B_PE_3_SV_1 tr|A0A3Q2TZN3|A0A3Q2TZN3_CHICK_Adrenoceptor_alpha_2B_OS_Gallus_gallus_OX_9031_GN_ADRA2B_PE_3_SV_1 0.00566748312888
