     11 5TGZ_A	Chain A, Cannabinoid receptor 1,Flavodoxin,Cannabinoid receptor 1 [Homo sapiens]
     11 5XR8_A	Chain A, Cannabinoid receptor 1,Flavodoxin,Cannabinoid receptor 1 [Homo sapiens]
     10 6KQI_A	Chain A, Cannabinoid receptor 1,GlgA glycogen synthase,Cannabinoid receptor 1 [Homo sapiens]
      9 5U09_A	Chain A, Cannabinoid receptor 1,GlgA glycogen synthase [Homo sapiens]
      8 6KPC_A	Chain A, Cannabinoid receptor 2,Endolysin,Cannabinoid receptor 2 [Homo sapiens]
     42 6GPS_A	Chain A, C-C chemokine receptor type 2,Rubredoxin,C-C chemokine receptor type 2 [Homo sapiens]
     41 6GPX_A	Chain A, C-C chemokine receptor type 2,Rubredoxin,C-C chemokine receptor type 2 [Homo sapiens]
     38 6AKX_A	Chain A, C-C chemokine receptor type 5,Rubredoxin,C-C chemokine receptor type 5 [Homo sapiens]
     38 5UIW_A	Chain A, C-C chemokine receptor type 5,Rubredoxin chimera [Homo sapiens]
     16 6QZH_A	Chain A, C-C chemokine receptor type 7,Sialidase A,C-C chemokine receptor type 7 [Homo sapiens]
     26 5LWE_A	Chain A, C-C chemokine receptor type 9 [Homo sapiens]
     11 6LI0_A	Chain A, Chimera of G-protein coupled receptor 52 and Flavodoxin [Homo sapiens]
     11 6LI1_A	Chain A, Chimera of G-protein coupled receptor 52 and Flavodoxin [Homo sapiens]
     15 6LI2_A	Chain A, Chimera of G-protein coupled receptor 52 and Rubredoxin [Homo sapiens]
     30 5T1A_A	Chain A, Chimera protein of CC chemokine receptor type 2 isoform B and T4-lysozyme,Lysozyme [Homo sapiens]
     39 4MBS_A	Chain A, Chimera protein of C-C chemokine receptor type 5 and Rubredoxin [Homo sapiens]
     54 4IAQ_A	Chain A, Chimera protein of human 5-hydroxytryptamine receptor 1B and E. Coli soluble cytochrome b562 [Escherichia coli]
     55 4IAR_A	Chain A, Chimera protein of human 5-hydroxytryptamine receptor 1B and E. Coli soluble cytochrome b562 [Homo sapiens]
     35 4IB4_A	Chain A, Chimera protein of human 5-hydroxytryptamine receptor 2B and E. Coli soluble cytochrome b562 [Homo sapiens]
     35 5TVN_A	Chain A, Chimera protein of human 5-hydroxytryptamine receptor 2B and E. Coli soluble cytochrome b562 [Homo sapiens]
     81 4ZWJ_A	Chain A, Chimera protein of human Rhodopsin, mouse S-arrestin, and T4 Endolysin [Mus musculus]
     65 6ME2_A	Chain A, chimera protein of Melatonin receptor type 1A and GlgA glycogen synthase [Homo sapiens]
     67 6ME3_A	Chain A, chimera protein of Melatonin receptor type 1A and GlgA glycogen synthase [Homo sapiens]
     49 4ZUD_A	Chain A, Chimera protein of Soluble cytochrome b562 and Type-1 angiotensin II receptor [Escherichia coli]
     23 5UNF_A	Chain A, Chimera protein of Type-2 angiotensin II receptor and Soluble cytochrome b562 [Escherichia coli]
     83 2ZIY_A	Chain A, Crystal Structure Of Squid Rhodopsin [Todarodes pacificus]
     21 2LNL_A	Chain A, C-X-C chemokine receptor type 1 [Homo sapiens]
      8 4RWS_A	Chain A, C-X-C chemokine receptor type 4/Endolysin chimeric protein [Escherichia virus T4]
      8 3ODU_A	Chain A, C-X-C chemokine receptor type 4, Lysozyme Chimera [Homo sapiens]
      8 3OE0_A	Chain A, C-X-C chemokine receptor type 4, Lysozyme Chimera [Homo sapiens]
      8 3OE6_A	Chain A, C-X-C chemokine receptor type 4, Lysozyme Chimera [Homo sapiens]
      9 6RZ4_A	Chain A, Cysteinyl leukotriene receptor 1,Soluble cytochrome b562,Cysteinyl leukotriene receptor 1 [Homo sapiens]
     14 6RZ6_A	Chain A, Cysteinyl leukotriene receptor 2,Soluble cytochrome b562,Cysteinyl leukotriene receptor 2 [Homo sapiens]
     37 6CM4_A	Chain A, D(2) dopamine receptor, endolysin chimera [Homo sapiens]
     34 3PBL_A	Chain A, D(3) dopamine receptor, Lysozyme chimera [Homo sapiens]
      8 5WIU_A	Chain A, D(4) dopamine receptor, soluble cytochrome b562 chimera [Homo sapiens]
      9 6IQL_A	Chain A, D(4) dopamine receptor,Soluble cytochrome b562,D(4) dopamine receptor [Mus musculus]
     39 6PT2_A	Chain A, Delta opioid receptor [Homo sapiens]
     38 4EJ4_A	Chain A, Delta-type opioid receptor, Lysozyme chimera [Mus musculus]
     62 6MXT_A	Chain A, Endolysin, Beta-2 adrenergic receptor chimera [Escherichia virus T4]
     64 5JQH_A	Chain A, Endolysin,Beta-2 adrenergic receptor [Escherichia virus T4]
     81 5W0P_A	Chain A, Endolysin,Rhodopsin,S-arrestin [Enterobacteria phage RB55]
     15 5XPR_A	Chain A, Endothelin B receptor,Endolysin,Endothelin B receptor [Homo sapiens]
     17 5GLH_A	Chain A, Endothelin Receptor Subtype-B [Homo sapiens]
     17 5GLI_A	Chain A, Endothelin Receptor Subtype-B [Homo sapiens]
     17 6LRY_A	Chain A, Endothelin receptor type B,Endolysin,Endothelin receptor type B [Homo sapiens]
     12 5WB1_A	Chain A, Envelope protein US28, nanobody 7 fusion protein [Human betaherpesvirus 5]
     12 5WB2_A	Chain A, Envelope protein US28, nanobody 7 fusion protein [Human betaherpesvirus 5]
     41 3PDS_A	Chain A, Fusion protein Beta-2 adrenergic receptor/Lysozyme [Homo sapiens]
     44 6PRZ_A	Chain A, Fusion protein of Beta-2 adrenergic receptor and T4 Lysozyme [Homo sapiens]
     56 4EA3_A	Chain A, Fusion protein of Nociceptin receptor and cytochrome b562 [Homo sapiens]
     11 4XT1_A	Chain A, G-protein Coupled Receptor Homolog Us28 [Cytomegalovirus]
      8 5ZTY_A	Chain A, G protein coupled receptor,T4 lysozyme,G protein coupled receptor [Homo sapiens]
      7 1FDF_A	Chain A, Helix 7 Bovine Rhodopsin [synthetic construct]
     43 3RZE_A	Chain A, Histamine H1 receptor, Lysozyme chimera [Escherichia virus T4]
     18 5WF5_A	Chain A, Human A2a adenosine receptor T4L chimera [Homo sapiens]
     21 5WF6_A	Chain A, Human A2a adenosine receptor T4L chimera [Homo sapiens]
     23 3EML_A	Chain A, Human Adenosine A2A receptor/T4 lysozyme chimera [Homo sapiens]
     23 3UON_A	Chain A, Human M2 muscarinic acetylcholine, receptor T4 lysozyme fusion protein [Homo sapiens]
     40 4S0V_A	Chain A, Human Orexin receptor type 2 fusion protein to P. abysii Glycogen Synthase [Homo sapiens]
     29 4ZJ8_A	Chain A, human OX1R fusion protein to P.abysii glycogen synthase [Homo sapiens]
     59 6VI4_A	Chain A, Kappa opioid receptor [Homo sapiens]
     54 4DJH_A	Chain A, Kappa-type opioid receptor, Lysozyme [Homo sapiens]
     83 6I9K_A	Chain A, Kumopsin1 [Hasarius adansoni]
      1 5X33_A	Chain A, LTB4 receptor,Lysozyme,LTB4 receptor [Cavia porcellus]
      1 4Z36_A	Chain A, Lysophosphatidic acid receptor 1,Soluble cytochrome b562 [Homo sapiens]
      1 4Z34_A	Chain A, Lysophosphatidic acid receptor 1, Soluble cytochrome b562 [Homo sapiens]
     19 5XSZ_A	Chain A, Lysophosphatidic acid receptor 6a,Endolysin,Lysophosphatidic acid receptor 6a [Danio rerio]
     63 4LDE_A	Chain A, Lysozyme, Beta-2 adrenergic receptor [Escherichia virus T4]
      4 5NDD_A	Chain A, Lysozyme,Proteinase-activated receptor 2,Soluble cytochrome b562,Proteinase-activated receptor 2 [Escherichia virus T4]
      3 6W25_A	Chain A, Melanocortin receptor 4,GlgA glycogen synthase,Melanocortin receptor 4 [Homo sapiens]
     33 5CXV_A	Chain A, Muscarinic acetylcholine receptor M1,Endolysin,Muscarinic acetylcholine receptor M1 [Homo sapiens]
     53 4MQS_A	Chain A, Muscarinic Acetylcholine Receptor M2 [Homo sapiens]
     22 5YC8_A	Chain A, Muscarinic acetylcholine receptor M2,Redesigned apo-cytochrome b562,Muscarinic acetylcholine receptor M2 [Homo sapiens]
     25 5ZK8_A	Chain A, Muscarinic acetylcholine receptor M2,Redesigned apo-cytochrome b562,Muscarinic acetylcholine receptor M2 [Homo sapiens]
     36 5ZHP_A	Chain A, Muscarinic acetylcholine receptor M3,Endolysin,Endolysin,Muscarinic acetylcholine receptor M3 [Rattus norvegicus]
     38 4U14_A	Chain A, Muscarinic acetylcholine receptor M3,Endolysin,Muscarinic acetylcholine receptor M3 [Rattus norvegicus]
     38 4U15_A	Chain A, Muscarinic acetylcholine receptor M3,Lysozyme,Muscarinic acetylcholine receptor M3 [Rattus norvegicus]
     38 4DAJ_A	Chain A, Muscarinic acetylcholine receptor M3, Lysozyme [Rattus norvegicus]
     22 5DSG_A	Chain A, Muscarinic acetylcholine receptor M4,Endolysin,Endolysin,Muscarinic acetylcholine receptor M4 [Homo sapiens]
     26 6KP6_A	Chain A, Muscarinic acetylcholine receptor M4,GlgA glycogen synthase,Muscarinic acetylcholine receptor M4 [Homo sapiens]
     27 6OL9_A	Chain A, Muscarinic acetylcholine receptor M5, T4 Lysozyme fusion [Homo sapiens]
     41 4DKL_A	Chain A, Mu-type opioid receptor, lysozyme chimera [Mus musculus]
     51 5C1M_A	Chain A, Mu-type opioid receptor [Mus musculus]
     66 5ZBQ_A	Chain A, Neuropeptide Y receptor type 1,T4 Lysozyme [Enterobacteria phage RB55]
     52 5ZBH_A	Chain A, Neuropeptide Y receptor type 1,T4 Lysozyme,Neuropeptide Y receptor type 1 [Homo sapiens]
      9 3ZEV_A	Chain A, Neurotensin Receptor 1 Tm86v [Rattus norvegicus]
     11 4XEE_A	Chain A, Neurotensin receptor type 1, Endolysin chimera [Rattus norvegicus]
     11 4XES_A	Chain A, Neurotensin receptor type 1, Endolysin chimera [Rattus norvegicus]
      5 5T04_A	Chain A, Neurotensin receptor type 1,Endolysin,Neurotensin receptor type 1 [Rattus norvegicus]
      5 4GRV_A	Chain A, Neurotensin receptor type 1, lysozyme chimera [Rattus norvegicus]
      8 4BUO_A	Chain A, Neurotensin Receptor Type 1 [Rattus norvegicus]
     10 4BWB_A	Chain A, Neurotensin Receptor Type 1 [Rattus norvegicus]
     12 4BV0_A	Chain A, NEUROTENSIN RECEPTOR TYPE 1 [Rattus norvegicus]
     46 6TO7_A	Chain A, Orexin receptor type 1 [Homo sapiens]
     45 6TOD_A	Chain A, Orexin receptor type 1 [Homo sapiens]
     37 6TP3_A	Chain A, Orexin receptor type 1 [Homo sapiens]
     29 6TPG_A	Chain A, Orexin receptor type 2,GlgA glycogen synthase,Hypocretin receptor-2 [Homo sapiens]
     30 6TPJ_A	Chain A, Orexin receptor type 2,GlgA glycogen synthase,Hypocretin receptor-2 [Homo sapiens]
     40 5WQC_A	Chain A, Orexin receptor type 2,GlgA glycogen synthase,Orexin receptor type 2 [Homo sapiens]
      1 4NTJ_A	Chain A, P2Y purinoceptor 12,Soluble cytochrome b562,P2Y purinoceptor 12 [Homo sapiens]
     20 4XNV_A	Chain A, P2Y purinoceptor 1, Rubredoxin, P2Y purinoceptor 1 [Homo sapiens]
      5 5ZKQ_A	Chain A, Platelet-activating factor receptor,Endolysin,Endolysin,Platelet-activating factor receptor [Homo sapiens]
      6 5ZKP_A	Chain A, Platelet-activating factor receptor,Flavodoxin,Platelet-activating factor receptor [Homo sapiens]
      1 6D26_A	Chain A, Prostaglandin D2 receptor 2, Endolysin chimera [Homo sapiens]
     12 6M9T_A	Chain A, Prostaglandin E2 receptor EP3 subtype, Endolysin chimera [Homo sapiens]
     17 6AK3_A	Chain A, Prostaglandin E2 receptor EP3 subtype,Soluble cytochrome b562 [Homo sapiens]
     23 5YHL_A	Chain A, Prostaglandin E2 receptor EP4 subtype [Homo sapiens]
      3 3VW7_A	Chain A, Proteinase-activated receptor 1, Lysozyme [Homo sapiens]
      4 5NJ6_A	Chain A, Proteinase-activated receptor 2,Soluble cytochrome b562,Proteinase-activated receptor 2 [Homo sapiens]
     83 2X72_A	Chain A, Rhodopsin [Bos taurus]
     83 4BEY_A	Chain A, Rhodopsin [Bos taurus]
     83 5DYS_A	Chain A, Rhodopsin [Bos taurus]
     83 6FK6_A	Chain A, Rhodopsin [Bos taurus]
     83 6FKB_A	Chain A, Rhodopsin [Bos taurus]
     83 6FUF_A	Chain A, Rhodopsin [Bos taurus]
     83 1GZM_A	Chain A, RHODOPSIN [Bos taurus]
     83 2J4Y_A	Chain A, RHODOPSIN [Bos taurus]
     83 4A4M_A	Chain A, RHODOPSIN [Bos taurus]
     83 4WW3_A	Chain A, Rhodopsin [Todarodes pacificus]
     83 3C9M_A	Chain A, Rhodopsin [unidentified]
     33 5N2S_A	Chain A, Soluble cytochrome b562,Adenosine receptor A1 [Escherichia coli]
     47 4N6H_A	Chain A, Soluble cytochrome b562, Delta-type opioid receptor chimeric protein [Homo sapiens]
     48 4RWA_A	Chain A, Soluble cytochrome b562,Delta-type opioid receptor [Homo sapiens]
     60 6B73_A	Chain A, Soluble cytochrome b562, kappa-type opioid receptor [Escherichia coli]
     63 6ME6_A	Chain A, Soluble cytochrome b562,Melatonin receptor type 1B,Rubredoxin [Escherichia coli]
     65 6ME7_A	Chain A, Soluble cytochrome b562,Melatonin receptor type 1B,Rubredoxin [Escherichia coli]
     65 6ME8_A	Chain A, Soluble cytochrome b562,Melatonin receptor type 1B,Rubredoxin [Escherichia coli]
     29 6LW5_A	Chain A, Soluble cytochrome b562,N-formyl peptide receptor 2 [Escherichia coli]
     56 5DHG_A	Chain A, Soluble cytochrome b562,Nociceptin receptor [Escherichia coli]
     51 4YAY_A	Chain A, Soluble cytochrome b562,Type-1 angiotensin II receptor [Escherichia coli]
      3 1EDV_A	Chain A, Solution Structure Of 2nd Intradiskal Loop Of Bovine Rhodopsin (Residues 172-205) [Bos taurus]
      2 1EDX_A	Chain A, Solution Structure Of Amino Terminus Of Bovine Rhodopsin (Residues 1-40) [Bos taurus]
      2 1EDS_A	Chain A, Solution Structure Of Intradiskal Loop 1 Of Bovine Rhodopsin (Rhodopsin Residues 92-123) [Bos taurus]
      1 1EDW_A	Chain A, Solution Structure Of Third Intradiskal Loop Of Bovine Rhodopsin (Residues 268-293) [synthetic construct]
      6 3V2W_A	Chain A, Sphingosine 1-phosphate receptor 1, Lysozyme chimera [Homo sapiens]
     38 6J20_A	Chain A, Substance-P receptor,Endolysin [Homo sapiens]
     42 6J21_A	Chain A, Substance-P receptor,Endolysin [Homo sapiens]
     40 6E59_A	Chain A, Substance-P receptor, GlgA glycogen synthase, Substance-P receptor chimera [Homo sapiens]
     24 6HLL_A	Chain A, Substance-P receptor,GlgA glycogen synthase,Substance-P receptor [Homo sapiens]
     24 6HLO_A	Chain A, Substance-P receptor,GlgA glycogen synthase,Substance-P receptor [Homo sapiens]
     56 2KS9_A	Chain A, Substance-P receptor [Homo sapiens]
     25 6IBB_A	Chain A, Succinate receptor 1 [Rattus norvegicus]
     25 6RNK_A	Chain A, Succinate receptor 1 [Rattus norvegicus]
     62 6IBL_A	Chain A, Thioredoxin 1,Beta-1 adrenergic receptor [Escherichia coli K-12]
     56 6GDG_A	Chain A, TrxA,Adenosine receptor A2a [Escherichia coli]
     32 6DO1_A	Chain A, Type-1 angiotensin II receptor,Soluble cytochrome b562 BRIL fusion protein [Homo sapiens]
     24 6JOD_A	Chain A, Type-2 angiotensin II receptor [Homo sapiens]
      5 5XJM_A	Chain A, Type-2 angiotensin II receptor,Soluble cytochrome b562,Type-2 angiotensin II receptor [Homo sapiens]
     23 5VBL_B	Chain B, Apelin receptor,Rubredoxin,Apelin receptor Chimera [Homo sapiens]
     44 6MEO_B	Chain B, C-C chemokine receptor type 5 [Homo sapiens]
     35 6C1Q_B	Chain B, Soluble cytochrome b562, C5a anaphylatoxin chemotactic receptor 1 chimera [Escherichia coli]
     81 5W0P_C	Chain C, Endolysin,Rhodopsin,S-arrestin [Enterobacteria phage RB55]
     64 6K41_R	Chain R, Alpha-2A adrenergic receptor,Endolysin,Alpha-2B adrenergic receptor,Alpha-2B adrenergic receptor [Bos taurus]
     31 6KPG_R	Chain R, Cannabinoid receptor 1 [Homo sapiens]
     31 6N4B_R	Chain R, Cannabinoid receptor 1 [Homo sapiens]
     18 6PT0_R	Chain R, Cannabinoid receptor 2 [Homo sapiens]
     41 6WWZ_R	Chain R, C-C chemokine receptor type 6,C-C chemokine receptor type 6 [Homo sapiens]
     17 6D9H_R	Chain R, Chimera protein of Muscarinic acetylcholine receptor M4 and Adenosine receptor A1 [Homo sapiens]
     82 6CMO_R	Chain R, chimera protein of Soluble cytochrome b562 and Rhodopsin [Escherichia coli]
     58 6NI3_R	Chain R, Endolysin,Beta-2 adrenergic receptor chimera [Enterobacteria phage RB59]
     58 3SN6_R	Chain R, Endolysin,Beta-2 adrenergic receptor [Escherichia virus T4]
     64 6VMS_R	Chain R, Endolysin,D(2) dopamine receptor,D(2) dopamine receptor [Escherichia virus T4]
     44 6LI3_R	Chain R, G-protein coupled receptor 52 [Homo sapiens]
     57 6OIJ_R	Chain R, Muscarinic acetylcholine receptor M1 [Homo sapiens]
     47 6OIK_R	Chain R, Muscarinic acetylcholine receptor M2,Muscarinic acetylcholine receptor M2 [Homo sapiens]
     24 6U1N_R	Chain R, Muscarinic acetylcholine receptor M2, Vasopressin V2 receptor chimera [Homo sapiens]
     50 6DDE_R	Chain R, Mu-type opioid receptor [Mus musculus]
     24 6OS9_R	Chain R, Neurotensin receptor type 1 [Homo sapiens]
     14 6PWC_R	Chain R, Neurotensin receptor type 1 [Homo sapiens]
     10 6UP7_R	Chain R, Neurotensin receptor type 1 [Homo sapiens]
     31 6OMM_R	Chain R, N-formyl peptide receptor 2 [Homo sapiens]
     83 6QNO_R	Chain R, Rhodopsin [Bos taurus]
     56 6G79_S	Chain S, 5-hydroxytryptamine receptor 1B [Homo sapiens]
     83 1F88_A	N/A
     83 2Z73_A	N/A
     18 6KPF_R	N/A
